Arrêt Code Long;Arrêt;Commune;Pays;CodeDidoc;Coordonnées;Actif
BOSY01;Bossy;COLLEX-BOSSY;CH;8587035;46.279156, 6.114504;Y
FRIS01;Florissant;ANNEMASSE;FR;8595783;46.196407, 6.241602;N
BOUV01;Les Bouveries;CHANCY;CH;8592688;46.151192, 5.975161;Y
FRMI00;Saint-Genis-Mitterrand;SAINT-GENIS-POUILLY;FR;1401792;46.250481, 6.029308;Y
BOVE00;La Boverie;SATIGNY;CH;8587419;46.208004, 6.027336;Y
FRMI01;Saint-Genis-Mitterrand;SAINT-GENIS-POUILLY;FR;1401792;46.250732, 6.025489;Y
BOVE01;La Boverie;SATIGNY;CH;8587419;46.208462, 6.027882;Y
FRON01;Frontenex;COLOGNY;CH;8592746;46.205956, 6.175799;N
BPAQ00;Genève, Bains des Pâquis;GENÈVE;CH;8511621;46.21199, 6.15273;N
FRRE01;Bois-des-Frères;VERNIER;CH;8593144;46.212002, 6.106054;Y
BRAC00;Collex, Bracasset;COLLEX-BOSSY;CH;8511615;46.272774, 6.128986;N
FRRE03;Bois-des-Frères;VERNIER;CH;8593144;46.212105, 6.105209;Y
BRGE03;Bergère;SATIGNY;CH;8504813;46.22464, 6.057912;Y
FRTE01;Fraternité;AMBILLY;FR;8596017;46.19907, 6.23057;N
BRIS00;Bristol - Four-Seasons;GENÈVE;CH;;46.207439, 6.146911;N
FRUI00;Fruitière;BONNE;FR;8595785;46.166771, 6.321433;N
BRUL00;Veigy - Les Bois Brûlés;VEIGY-FONCENEX;FR;;46.268127, 6.273499;N
FRUI01;Fruitière;BONNE;FR;8595785;46.166367, 6.321144;N
BRUN01;Ferney-Brunette;FERNEY-VOLTAIRE;FR;1401734;46.253197, 6.116601;N
FTAI01;Foretaille;PREGNY-CHAMBÉSY;CH;8593075;46.244514, 6.134733;Y
BSOL01;Genève, Clinique Générale;GENÈVE;CH;8592806;46.189846, 6.160887;Y
FTHO00;Franck-Thomas;GENÈVE;CH;;46.203308, 6.177011;N
BSOU00;Bourdigny-Dessous;SATIGNY;CH;8595040;46.223831, 6.038722;Y
FTNE01;Les Fontaines;SAINT-CERGUES;FR;8595814;46.229111, 6.316252;N
BSOU01;Bourdigny-Dessous;SATIGNY;CH;8595040;46.223713, 6.038596;N
GACH99;Gare de Chêne-Bourg;CHÊNE-BOURG;CH;8592708;46.196999, 6.19427;N
BSOU02;Bourdigny-Dessous;SATIGNY;CH;8595040;46.223022, 6.038898;Y
GAEG03;Gaillard Église;GAILLARD;FR;8595786;46.184914, 6.206676;N
BSSN00;Bossons;LANCY;CH;8592975;46.190308, 6.112258;Y
GAEV01;Genève-Eaux-Vives-Gare/Vadier;GENÈVE;CH;8592829;46.200844, 6.166265;N
BSSN01;Bossons;LANCY;CH;8592975;46.190807, 6.112324;Y
GAEV04;Genève-Eaux-Vives-Gare;GENÈVE;CH;8592829;46.200161, 6.163962;Y
BTAI00;Batailleux;LE GRAND-SACONNEX;CH;;46.235912, 6.115893;N
GAEV98;Genève-Eaux-Vives-Gare;GENÈVE;CH;8592829;46.200115, 6.164114;N
BTEC01;Belle-Terre-Ecole;THÔNEX;CH;8509315;46.202099, 6.210109;Y
GAFO99;RUE DU LIEUTENANT YVAN GENOT / INCONNU;GAILLARD;FR;8595789;46.183582, 6.196311;N
BTIQ00;La Boutique;VALLEIRY;FR;1401709;46.111423, 5.990392;N
GALI00;Gaillard-Libération;GAILLARD;FR;1400015;46.191723, 6.21112;Y
BTMI00;Belle Terre - Mon Idée;CHÊNE-BOURG;CH;;46.203476, 6.20616;N
GALI01;Gaillard-Libération;GAILLARD;FR;1400015;46.191605, 6.211576;Y
BTNI01;Butini;GENÈVE;CH;8592795;46.216675, 6.14775;Y
GALI99;Gaillard-Libération;GAILLARD;FR;1400015;46.191666, 6.211817;N
BTNI99;Butini;GENÈVE;CH;8592795;46.217491, 6.14738;N
GAMA01;Gaillard-Mairie;GAILLARD;FR;8595787;46.184288, 6.209591;N
BTPA01;Belle-Terre-Place-de-l'Araire;THÔNEX;CH;8509321;46.206551, 6.218457;Y
GAMI00;Gaillard-Millet;GAILLARD;FR;1400017;46.191376, 6.216245;Y
BUTN02;Pont-Butin;VERNIER;CH;8593167;46.204182, 6.109135;Y
GAMI01;Gaillard-Millet;GAILLARD;FR;1400017;46.191399, 6.216711;Y
BVYL98;Bovy-Lysberg;GENÈVE;CH;8592794;46.202438, 6.142909;N
GAPT00;Gaillard-Poste;GAILLARD;FR;8595788;46.189445, 6.209668;N
BVYLST;Bovy-Lysberg (ST);GENÈVE;CH;8592794;46.202934, 6.142707;N
GARO98;Gare Routière;ANNEMASSE;FR;8595790;46.199268, 6.23783;N
BXCH01;???Bernex-Chancy;BERNEX;CH;;46.493847, 6.136055;N
GARO99;Gare Routière;ANNEMASSE;FR;8595790;46.199238, 6.237716;N
BXEC01;Bernex En-Combes;BERNEX;CH;;46.493847, 6.136055;N
GART00;Gare routière Aéroport;LE GRAND-SACONNEX;CH;;46.230125, 6.109296;N
BXGU01;Bernex-Guillon;BERNEX;CH;8592664;46.172241, 6.060742;Y
GAUL00;Général De Gaulle;ANNEMASSE;FR;8595791;46.183769, 6.246737;N
BXMA00;Bernex-Mairie;BERNEX;CH;8592657;46.175404, 6.073225;Y
GAUT99;Gautier;GENÈVE;CH;8592830;46.214191, 6.152129;N
BXMA99;Bernex-Mairie;BERNEX;CH;8592657;46.17638, 6.07184;N
GAVA00;Gavard;CAROUGE;CH;8592667;46.18494, 6.135484;Y
BXPL03;Bernex-Place;BERNEX;CH;8587034;46.177227, 6.075885;Y
GAVA99;Gavard;CAROUGE;CH;8592667;46.185516, 6.135403;N
BXSA02;Bernex-Saule;BERNEX;CH;8592663;46.173737, 6.064731;Y
GAVE00;Gare de Vernier;GENÈVE;CH;;46.220909, 6.093146;N
CAAM01;Carre-d'Amont;MEINIER;CH;8587925;46.23597, 6.216813;Y
GAVM00;Gare Vernier-Meyrin;MEYRIN;CH;8595029;46.222515, 6.077721;N
CAAV00;Carre-d'Aval;MEINIER;CH;8506508;46.235432, 6.220947;N
GAZO01;Genève, Gazomètres;GENÈVE;CH;8511711;46.201286, 6.133305;N
CABOU01;Cabouet;CRANVES-SALES;FR;;46.217598, 6.306145;N
GCAN00;Grange-Canal;CHÊNE-BOUGERIES;CH;8592833;46.199558, 6.174886;Y
CADO01;Cara-Douane;PRESINGE;CH;8593079;46.208878, 6.247963;Y
GCAN98;Grange-Canal;CHÊNE-BOUGERIES;CH;8592833;46.200016, 6.172322;N
CALA01;Calas;GENÈVE;CH;8592796;46.19014, 6.152551;Y
GCAN99;Grange-Canal;CHÊNE-BOUGERIES;CH;8592833;46.20005, 6.171961;N
CALI00;Californie;VILLE-LA-GRAND;FR;;46.200508, 6.265887;N
GCHH03;Genève-Champel-Gare/Hôpital;GENÈVE;CH;8592898;46.193283, 6.150714;Y
CAMA00;Carouge-Marché;CAROUGE;CH;8592677;46.18388, 6.140781;Y
GCHN03;Gros-Chêne;ONEX;CH;8593035;46.190239, 6.10323;Y
CAMP00;Campanules;VERNIER;CH;8593148;46.1964, 6.098986;Y
GCHP02;Genève-Champel-Gare/Peschier;GENÈVE;CH;8592878;46.194092, 6.154362;Y
CAND00;Ferney-Bois Candide;FERNEY-VOLTAIRE;FR;1401733;46.244942, 6.09403;Y
GDHA00;Grand-Hangar;MEYRIN;CH;8593012;46.224476, 6.099591;Y
CAND01;Ferney-Bois Candide;FERNEY-VOLTAIRE;FR;1401733;46.245583, 6.094222;Y
GDHA01;Grand-Hangar;MEYRIN;CH;8593012;46.224415, 6.09984;Y
CANI00;Vésenaz-Californie;COLLONGE-BELLERIVE;CH;8592730;46.24049, 6.209463;Y
GDLA00;Grand-Lancy-Place du 1er-Août;LANCY;CH;8592983;46.18182, 6.12069;Y
CANO00;Canonnière;GENÈVE;CH;8592798;46.214741, 6.134175;Y
GDLA02;Grand-Lancy-Place du 1er-Août;LANCY;CH;8592983;46.18243, 6.117903;Y
CANO01;Canonnière;GENÈVE;CH;8592798;46.215004, 6.134105;Y
GDLA03;Grand-Lancy-Place du 1er-Août;LANCY;CH;8592983;46.182709, 6.119243;Y
CAPI02;Capite;COLLONGE-BELLERIVE;CH;8587069;46.234112, 6.203086;Y
GDLA99;Grand-Lancy-Place du 1er-Août;LANCY;CH;8592983;46.181892, 6.120804;N
CAPI97;Capite;COLLONGE-BELLERIVE;CH;8587069;46.234108, 6.203002;N
GDON00;Grand-Donzel;VEYRIER;CH;8593198;46.172646, 6.165123;Y
CAPI98;Capite;COLLONGE-BELLERIVE;CH;8587069;46.234226, 6.203299;N
GEBE98;Genthod-Bellevue-Gare;GENTHOD;CH;8587065;46.263817, 6.161706;N
CARO01;Caron;PREGNY-CHAMBÉSY;CH;8593074;46.244438, 6.13795;Y
GEBE99;Genthod-Bellevue-Gare;GENTHOD;CH;8587065;46.258331, 6.156024;N
CARO99;Caron;PREGNY-CHAMBÉSY;CH;8593074;46.244091, 6.138436;N
GETE00;De-Ternier;LANCY;CH;8592976;46.193562, 6.107192;Y
CARR00;Rue Carrée;SATIGNY;CH;8593100;46.198669, 6.062405;Y
GETE01;De-Ternier;LANCY;CH;8592976;46.193676, 6.107862;Y
CASI01;Casino;SAINT-JULIEN-EN-GENEVOIS;FR;1400939;46.127678, 6.091033;N
GEVE00;Genève;ANNEMASSE;FR;;46.19276, 6.230655;N
CATH00;Cathédrale;GENÈVE;CH;8592799;46.201511, 6.147825;Y
GEVV01;Genève-Eaux-Vives-Gare/Vadier;GENÈVE;CH;8507347;46.202908, 6.170118;Y
CAVE00;La Cave aux Fées;SAINT-CERGUES;FR;8595803;46.224018, 6.314439;N
GEVV02;Genève-Eaux-Vives-Gare/Vadier;GENÈVE;CH;8507347;46.202827, 6.16964;Y
CAVE01;La Cave aux Fées;SAINT-CERGUES;FR;8595803;46.223984, 6.314569;N
GFAQ00;Grange-Falquet;CHÊNE-BOUGERIES;CH;8592706;46.198231, 6.185942;Y
CAVX01;Canal de Versoix;VERSOIX;CH;8595663;46.280437, 6.159655;Y
GFAQ02;Grange-Falquet;CHÊNE-BOUGERIES;CH;8592706;46.198284, 6.185605;Y
CBAC01;Chemin du Bac;LANCY;CH;8592978;46.19508, 6.112466;Y
GIAC00;Giacometti;LE GRAND-SACONNEX;CH;8592899;46.227337, 6.119575;Y
CBAC02;Chemin du Bac;LANCY;CH;8592978;46.19482, 6.113134;Y
GILB01;Gilbert;MEYRIN;CH;;46.227768, 6.076059;N
CBET01;Combettes;VEYRIER;CH;8593196;46.169937, 6.14369;Y
GIOL00;Gardiol;LE GRAND-SACONNEX;CH;8592944;46.229, 6.120948;Y
CBFO01;Chambésy-Fontaine;PREGNY-CHAMBÉSY;CH;8587039;46.242645, 6.141624;Y
GIRA01;Joseph-Girard;CAROUGE;CH;;;N
CBFO03;Chambésy-Fontaine;PREGNY-CHAMBÉSY;CH;8587039;46.243462, 6.139841;Y
GOLA00;Henri-Golay;VERNIER;CH;8593160;46.211163, 6.114174;N
CBGA01;Chambésy-Gare;PREGNY-CHAMBÉSY;CH;8503247;46.243561, 6.147178;Y
GOND00;Les Gondettes;SATIGNY;CH;8506512;46.218781, 6.030276;N
CBGA98;Chambésy-Gare;PREGNY-CHAMBÉSY;CH;8503247;46.24316, 6.147368;N
GOND01;Satigny, Les Gondettes;SATIGNY;CH;8506512;46.218788, 6.030392;N
CBGE99;Chêne-Bourg-Gare-Tour;CHÊNE-BOURG;CH;8507345;46.19746, 6.199745;Y
GOS00;Gos;GENÈVE;CH;8592776;46.188484, 6.155245;Y
CBGO00;Chêne-Bourg-Gare-Place;CHÊNE-BOURG;CH;8592708;46.197105, 6.194351;Y
GOS01;Gos;GENÈVE;CH;8592776;46.188034, 6.154297;N
CBGO01;Chêne-Bourg-Gare-Place;CHÊNE-BOURG;CH;8592708;46.196983, 6.194159;Y
GOUL99;Goulart;GENÈVE;CH;8592831;46.207882, 6.141884;N
CBGO03;Chêne-Bourg-Gare-Place;CHÊNE-BOURG;CH;8592708;46.196724, 6.194372;N
GPRE00;Grand-Pré;GENÈVE;CH;8592832;46.215523, 6.130476;Y
CBGO99;Chêne-Bourg-Gare-Place;CHÊNE-BOURG;CH;8592708;46.196991, 6.194146;Y
GRAN01;Grangettes;CHÊNE-BOUGERIES;CH;8592694;46.198921, 6.18007;Y
CBGOST;Chêne-Bourg-Gare-Place (ST);CHÊNE-BOURG;CH;8592708;46.197357, 6.195622;N
GRAV00;Gravière;ANIÈRES;CH;8592625;46.28875, 6.23691;N
CBPL00;Chambésy-Place;PREGNY-CHAMBÉSY;CH;8593076;46.241947, 6.143612;Y
GRDL04;Gradelle-EB;COLOGNY;CH;8587384;46.204952, 6.180409;N
CBRA00;Chambésy-Ravin;PREGNY-CHAMBÉSY;CH;8503320;46.244991, 6.142723;Y
GRDL05;Gradelle-EB;COLOGNY;CH;8587384;46.205151, 6.180836;N
CBRI00;De-Chateaubriand;GENÈVE;CH;8592803;46.216801, 6.151169;Y
GRDL07;Gradelle;COLOGNY;CH;8587384;46.20491, 6.180606;N
CCAP01;Crêts-de-La-Capite;COLLONGE-BELLERIVE;CH;8592732;46.235653, 6.207848;Y
GRES01;Grésy;PUPLINGE;CH;8593085;46.208241, 6.230211;Y
CCAR00;Champ-Carré;PLAN-LES-OUATES;CH;8595035;46.165215, 6.139647;Y
GRES99;Grésy;PUPLINGE;CH;8593085;46.208767, 6.226558;N
CCAR01;Champ-Carré;PLAN-LES-OUATES;CH;8595035;46.164825, 6.13963;Y
GRPV02;Gare routière de Prevessin;PRÉVESSIN-MOËNS;FR;;46.257355, 6.059404;N
CCHA00;Crêts-de-Champel;GENÈVE;CH;8592813;46.187157, 6.15924;N
GRVI02;Meyrin-Gravière;MEYRIN;CH;8594961;46.23666, 6.081957;Y
CCLA00;Collège Claparède;CHÊNE-BOUGERIES;CH;8592704;46.190201, 6.186684;Y
GRVI03;Meyrin-Gravière;MEYRIN;CH;8594961;46.23716, 6.081802;Y
CCOT00;Charcot;ANNEMASSE;FR;8595759;46.186123, 6.24846;N
GRVI92;Meyrin-Gravière;MEYRIN;CH;8594961;46.23666, 6.081957;N
CDCH01;Champ-Dollon (chalet);CHOULEX;CH;8595229;46.213226, 6.22055;N
GRVI99;Meyrin-Gravière;MEYRIN;CH;8594961;46.236713, 6.08192;N
CDOL04;Champ-Dollon;CHOULEX;CH;8595225;46.216042, 6.223468;Y
GSAC01;Grand-Saconnex-Place;LE GRAND-SACONNEX;CH;8587914;46.233822, 6.123217;Y
CEBE00;Bois-Chébé;VERNIER;CH;8593143;46.206684, 6.072829;Y
GSAC04;Grand-Saconnex-Place;LE GRAND-SACONNEX;CH;8587914;46.233063, 6.123559;Y
CECO00;Châtelaine-Ecole;VERNIER;CH;;46.211426, 6.11098;N
GSAC06;Grand-Saconnex-Place;LE GRAND-SACONNEX;CH;8587914;46.234268, 6.123515;N
CEDR01;Cèdre;VETRAZ-MONTHOUX;FR;8595754;46.177723, 6.242867;N
GSAC97;Grand-Saconnex-Place;LE GRAND-SACONNEX;CH;8587914;46.233906, 6.124169;N
CEGL00;Choulex, Eglise;CHOULEX;CH;;46.227806, 6.226391;N
GSAC98;Grand-Saconnex-Place;LE GRAND-SACONNEX;CH;8587914;46.233707, 6.123445;N
CELI00;Céligny-Village;VAUD;CH;8588664;46.35091, 6.1957;N
GSDN00;Grand-Saconnex-Douane;LE GRAND-SACONNEX;CH;1401856;46.248356, 6.121141;N
CEPR00;Chemin de l'Eperon;CHÊNE-BOUGERIES;CH;8592703;46.204323, 6.186697;N
GSDN01;Grand-Saconnex-Douane;LE GRAND-SACONNEX;CH;1401856;46.24831, 6.121064;N
CEPR99;Chemin de l'Eperon;CHÊNE-BOUGERIES;CH;8592703;46.204819, 6.185658;Y
GSDN02;Grand-Saconnex-Douane;FERNEY-VOLTAIRE;FR;1401856;46.249866, 6.119496;N
CERG00;St-Cergues Mairie;SAINT-CERGUES;FR;8595853;46.236408, 6.321845;N
GSDN03;Grand-Saconnex-Douane;FERNEY-VOLTAIRE;FR;1401856;46.249187, 6.120005;N
CERG01;St-Cergues Mairie;SAINT-CERGUES;FR;8595853;46.235966, 6.32153;N
GSMA96;Grand-Saconnex-Mairie;LE GRAND-SACONNEX;CH;8592947;46.23362, 6.125308;N
CERGA00;St Cergues - Gare;SAINT-CERGUES;FR;;46.224838, 6.302659;N
GSMA97;Grand-Saconnex-Mairie;LE GRAND-SACONNEX;CH;8592947;46.236473, 6.126284;N
CERN01;CERN;MEYRIN;CH;8587918;46.233353, 6.055954;Y
GSMO01;Grand-Saconnex, Morillons;LE GRAND-SACONNEX;CH;8511665;46.230827, 6.131412;Y
CERN94;CERN;MEYRIN;CH;8587918;46.233582, 6.055634;N
GSON96;Graveson;THÔNEX;CH;8593112;46.193226, 6.200333;Y
CERST01;St-Cergues Stade;SAINT-CERGUES;FR;;46.22691, 6.310768;N
GSON98;Graveson;THÔNEX;CH;8593112;46.193272, 6.203087;N
CETX00;Certoux, village;PERLY-CERTOUX;CH;8593045;46.156048, 6.0818;Y
GTCH00;Genthod-Chênes;GENTHOD;CH;8510220;46.264824, 6.14862;Y
CETX98;Certoux, village;PERLY-CERTOUX;CH;8593045;46.158382, 6.084654;N
GTOR00;Genthod-Centre ornithologique;GENTHOD;CH;8510221;46.264561, 6.146433;Y
CFIL00;Champ-des-Filles;PLAN-LES-OUATES;CH;8593056;46.167473, 6.109719;N
GTVI01;Genthod-Village;GENTHOD;CH;8587064;46.264652, 6.155097;Y
CFIL01;Champ-des-Filles;PLAN-LES-OUATES;CH;8593056;46.167599, 6.109975;Y
GTVI99;Genthod-Village;GENTHOD;CH;8587064;46.264641, 6.157298;N
CFIL02;Champ-des-Filles;PLAN-LES-OUATES;CH;8593056;46.167545, 6.109653;N
GUYE00;Guye;GENÈVE;CH;8592835;46.208981, 6.123506;Y
CFIL03;Plan-les-Ouates, Champ-des-Filles;PLAN-LES-OUATES;CH;8593056;46.168171, 6.110104;Y
GUYE01;Guye;GENÈVE;CH;8592835;46.208866, 6.123548;Y
CFLO00;Crêts-de-Florissant;CHÊNE-BOUGERIES;CH;8592691;46.186901, 6.170244;Y
GXGC00;Gex-Charpak;GEX;FR;1401755;46.335529, 6.067097;Y
CFOU00;Chemin des Fours;COLOGNY;CH;8587046;46.217587, 6.18341;Y
GXTU00;Gex-Le Turet;GEX;FR;;46.336086, 6.067083;N
CFOU99;Chemin des Fours;COLOGNY;CH;8587046;46.216743, 6.187098;N
GYBA00;Baraque-à-Cloud;GY;CH;8595457;46.247562, 6.257128;Y
CFRE00;Champs-Fréchets;MEYRIN;CH;8593008;46.23698, 6.079485;Y
GYCA00;Gy;GY;CH;;46.249401, 6.254482;N
CFUS01;Saint-Genis-Champ-Fusy;SAINT-GENIS-POUILLY;FR;1401788;46.246414, 6.028052;Y
GYEG00;Gy-Église;GY;CH;;46.252529, 6.25789;N
CGTH01;Creux-de-Genthod;GENTHOD;CH;8592931;46.260132, 6.157732;N
GYEG99;Gy-Église;GY;CH;;46.252487, 6.258565;N
CGTH02;Creux-de-Genthod;GENTHOD;CH;8592931;46.263817, 6.161706;N
GYPO01;Gy-Poste;GY;CH;8592956;46.25132, 6.255581;Y
CHAT01;Châtelaine;GAILLARD;FR;8595762;46.182755, 6.215272;N
GYTE00;Gy-Temple;GY;CH;8587066;46.252472, 6.257916;Y
CHAVST;Chavannes-des-Bois (Stationnement);CHAVANNES-DES-BOIS;CH;8588298;46.314789, 6.13287;N
GYTE99;Gy-Temple;GY;CH;8587066;46.252487, 6.258565;N
CHBO00;Bois;VEYRIER;CH;;46.166908, 6.172677;N
GZIM01;Gare ZIMEYSA;MEYRIN;CH;8593011;46.22163, 6.065117;N
CHCE00;Chavannes-des-Bois, centre;CHAVANNES-DES-BOIS;CH;;46.315594, 6.131072;N
H_A01;test h_a01;GENÈVE;CH;;;N
CHCE01;Chavannes-des-Bois, centre;CHAVANNES-DES-BOIS;CH;;46.31562, 6.131199;N
H_A02;test h_a02;GENÈVE;CH;;;N
CHDO01;Chemin de la Douane;LACONNEX;CH;8592971;46.161549, 6.044257;Y
H_C02;test h_c02;GENÈVE;CH;;;N
CHEC00;Challex-Ecole;CHALLEX;FR;1401647;46.179863, 5.970259;Y
H_F01;test h_f01;GENÈVE;CH;;;N
CHEG00;Choulex Eglise;CHOULEX;CH;8587043;;N
H_F02;test h_f02;GENÈVE;CH;;;N
CHEN00;Le Chêne;VALLEIRY;FR;;;N
H_I01;test h_i01;GENÈVE;CH;;;N
CHEN01;Le Chêne;VALLEIRY;FR;;;N
HAMA00;Prévessin-Hauts de Magny;PRÉVESSIN-MOËNS;FR;1401779;46.254791, 6.087912;Y
CHHA00;Challex-La Halle;CHALLEX;FR;1401649;46.182358, 5.973209;Y
HANDI01;Handi Tac 2;ANNEMASSE;FR;;46.194294, 6.268682;N
CHLA00;Châtelaine;VERNIER;CH;8593152;46.211304, 6.112745;Y
HARD00;Ch. des Blanchards;BERNEX;CH;8592651;46.197952, 6.079979;N
CHLE00;Chens-sur-Léman;CHENS-SUR-LÉMAN;FR;1401186;46.314999, 6.265401;Y
HEDO00;Hermance-Douane;HERMANCE;CH;;46.302467, 6.247144;N
CHNE00;Chêne-Bougeries, Village;CHÊNE-BOUGERIES;CH;8592699;46.196774, 6.189797;N
HGEN00;Genthod, Les Hauts;GENTHOD;CH;8503049;46.269302, 6.146619;Y
CHNE03;Chêne-Bougeries, Village;CHÊNE-BOUGERIES;CH;8592699;46.197563, 6.189934;Y
HIMP01;Hôtel des Impôts;ANNEMASSE;FR;8595796;46.192894, 6.251085;N
CHNY00;Satigny, Champvigny;SATIGNY;CH;8503330;46.220512, 6.034866;Y
HOND00;Parking Honda;SATIGNY;CH;;46.222416, 6.062018;N
CHOR01;Centre Horticole;JUSSY;CH;8592960;46.223858, 6.250294;Y
HOPI01;Hôpital;GENÈVE;CH;8592837;46.194767, 6.148983;Y
CHOR98;Centre Horticole;JUSSY;CH;8592960;46.224056, 6.250238;N
HOPI02;Hôpital;GENÈVE;CH;8592837;46.194275, 6.148708;Y
CHOS00;Centre Horticole Sud;JUSSY;CH;;46.224625, 6.252376;N
HOPI03;Hôpital;GENÈVE;CH;8592837;46.194721, 6.149501;Y
CHPA01;Palettes;LANCY;CH;8592988;46.175903, 6.121182;N
HOPI04;Hôpital;GENÈVE;CH;8592837;46.194061, 6.148274;Y
CHRG00;Château Rouge;ANNEMASSE;FR;8595761;46.189186, 6.237979;N
HOSP00;Hospitaliers;BARDONNEX;CH;;46.044125, 6.146775;N
CHRM01;Charmilles;GENÈVE;CH;8592802;46.208347, 6.12816;Y
HOUB01;Houblonnière;VANDOEUVRES;CH;;46.224766, 6.206845;N
CHSS01;Chasseurs;VILLE-LA-GRAND;FR;;;N
HTCH03;Hôpital Trois-Chêne;THÔNEX;CH;8593113;46.208282, 6.214194;Y
CHTE01;Prévessin-Terraillet;PRÉVESSIN-MOËNS;FR;1401783;46.255543, 6.095182;Y
HTCHST;Hôpital Trois-Chêne Stationnement;THÔNEX;CH;8593113;46.208668, 6.214021;N
CHTL00;Chatelet;GAILLARD;FR;;46.189545, 6.213643;N
HTIN02;Hutins;SAINT-JULIEN-EN-GENEVOIS;FR;1401797;46.1478, 6.085561;N
CHTL01;Chatelet;GAILLARD;FR;;46.189468, 6.213659;N
HTOU01;Hôpital de La Tour;MEYRIN;CH;8593013;46.230145, 6.067496;Y
CHTO00;Genève, Tour de Champel;GENÈVE;CH;8511187;46.188118, 6.151497;Y
HTOU02;Hôpital de La Tour;MEYRIN;CH;8593013;46.229084, 6.06668;Y
CHTS00;Chânats;BELLEVUE;CH;8592646;46.256176, 6.134363;N
HUTN00;Hutins;VETRAZ-MONTHOUX;FR;8519661;46.176704, 6.26593;N
CHVA00;Chavannes;ANIÈRES;CH;8592621;46.283394, 6.229424;N
HVIL99;Hôtel-de-Ville;GENÈVE;CH;8592838;46.200542, 6.147563;N
CHVOST;Ferney-Château (Stationnement);FERNEY-VOLTAIRE;FR;1401735;46.258888, 6.107072;N
IBCE00;Ibis Centre Gare;GENÈVE;CH;;46.20752, 6.138489;N
CHVRST;Chevrier Stationnement;CHOULEX;CH;8587382;46.220184, 6.226175;N
IBIS01;Ibis-Nations;GENÈVE;CH;8592798;46.212143, 6.132698;N
CHVY00;Champvigny;SATIGNY;CH;;46.220509, 6.034854;N
IBLA00;Ibis Lancy;LANCY;CH;;46.18885, 6.115147;N
CICH00;Cité Choiseul;VERSOIX;CH;;46.288776, 6.159167;N
ICC00;ICC;MEYRIN;CH;8593014;46.226189, 6.101261;Y
CICH01;Cité Choiseul;VERSOIX;CH;;46.288807, 6.159048;N
IFRA00;Île de France;VETRAZ-MONTHOUX;FR;8595797;46.188957, 6.250718;N
CIGO00;Cigogne;GENÈVE;CH;;46.202534, 6.149666;N
INDT00;Industrielle;GENÈVE;CH;8592839;46.190334, 6.133645;Y
CIMT00;Cimetière Saint-Georges;LANCY;CH;8592979;46.197121, 6.11519;Y
INDT01;Industrielle;GENÈVE;CH;8592839;46.190495, 6.133992;Y
CING00;Camping Bois-de-Bay;SATIGNY;CH;8593093;46.20002, 6.06495;Y
INTR02;Intercontinental;GENÈVE;CH;8592840;46.224304, 6.133594;N
CIPO00;Corsier-Port;CORSIER;CH;8592760;46.26453, 6.214666;Y
INTR03;Intercontinental;GENÈVE;CH;8592840;46.224422, 6.133374;N
CIRQ02;Cirque;GENÈVE;CH;8592804;46.200386, 6.140829;Y
INTR04;Intercontinental;GENÈVE;CH;8592840;46.224075, 6.132761;N
CIRQ98;Cirque;GENÈVE;CH;8592804;46.200207, 6.141396;N
INTR98;Intercontinental;GENÈVE;CH;8592840;46.224667, 6.13351;N
CIVI99;Corsier-Village;CORSIER;CH;8587053;46.263004, 6.223781;N
IZAC02;Mercier;GENÈVE;CH;8592841;46.207275, 6.139576;N
CLAP95;Place Claparède;GENÈVE;CH;8592805;46.196655, 6.149695;Y
JADA00;Musée d'art et d'histoire;GENÈVE;CH;8592851;46.199959, 6.151723;Y
CLAP98;Place Claparède;GENÈVE;CH;8592805;46.195374, 6.150712;N
JAGI00;Ferney-Jargilières;FERNEY-VOLTAIRE;FR;1401737;46.256287, 6.116201;N
CLDR00;Calandrini;CHÊNE-BOUGERIES;CH;8592692;46.18285, 6.178692;Y
JALP00;Jardin-Alpin-Vivarium;MEYRIN;CH;8593015;46.225838, 6.083342;Y
CLFL01;Clos Fleury;ANNEMASSE;FR;8595763;46.192646, 6.231373;N
JALPST;Jardin-Alpin-Vivarium;MEYRIN;CH;8593015;46.225536, 6.084488;N
CLIG01;Lignon-Cité;VERNIER;CH;8593154;46.203747, 6.09817;Y
JARB03;Jardin Botanique;GENÈVE;CH;8592843;46.223766, 6.148344;N
CLIG02;Lignon-Cité;VERNIER;CH;8593154;46.203892, 6.099851;Y
JARB04;Jardin Botanique;GENÈVE;CH;8592843;46.223309, 6.148488;Y
CLIG98;Lignon-Cité;VERNIER;CH;8593154;46.204006, 6.099697;N
JARB99;Jardin Botanique;GENÈVE;CH;8592843;46.223988, 6.147234;N
CLMA00;Collonges-Mairie;COLLONGES-SOUS-SALÈVE;FR;1401712;46.140442, 6.145063;N
JARBST;Jardin Botanique;GENÈVE;CH;8592843;46.223244, 6.148618;N
CLOS01;Les Clos;LACONNEX;CH;8595024;46.16156, 6.044271;N
JBRT00;Berthet;CONFIGNON;CH;8592757;46.183247, 6.09085;Y
CLVI01;Saint-Genis-Clos des Vignes;SAINT-GENIS-POUILLY;FR;1401789;46.240597, 6.016299;Y
JEUN00;Route des Jeunes;LANCY;CH;8592996;46.176899, 6.129214;N
